Poster,Title,Year,Certificate,Duration (min),Genre,Rating,Metascore,Director,Cast,Votes,Description,Review Count,Review Title,Review,0,1,2,Decade
"https://m.media-amazon.com/images/M/MV5BYjg2MzE1MzQtZDY2My00YzU2LThjNmMtODY5YTU5ZDQ2MzAzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Peggy Sue Got Married,2018,U,103,"Comedy, Drama, Fantasy",6.4,75,Francis Ford Coppola,"Kathleen Turner, Nicolas Cage, Barry Miller, Catherine Hicks",40903,"Peggy Sue faints at a high school reunion. When she wakes up, she finds herself in her own past, just before she finished school.",122,"a classic - in the same mold as ""Field of Dreams"" and ""Frequency""","I rented this film the other night when I knew I would be alone - that's just the way I have to watch this, alone - guess I'm not comfortable with people seeing me cry.  I cried when it was in the theatres in 1986 and I've seen it maybe 10 times now - and it gets me each and every time, as if I were watching for the very first time!  Sorry to drone on, but it has just the right touch - you've heard a lot of comparisons with ""Back to the Future"" - believe me, it isn't!  If you liked the two movies I mentioned in my header, especially ""Frequency"" since it is about to be released on video - you will love this film!Kathleen Turner was excellent - I have seen Debra Winger (originally scheduled to play the title role) in several films, including ""Terms of Endearment"" and though I respect her as an actress, she just couldn't have done this part justice.  Nicolas Cage was great in his role - the whiny voice was a bit much - but it's hard to believe he was only 21 when this film was made.  He plays a high school kid and a guy in his 40's equally well - he's always had a gift for that.  Jim Carrey - then mostly unknown - displays some of the physical slapstick routines that would later earn him praise and renown.  Then there's Joan Allen - as I saw this movie for the first time, I thought how much she resembled former first lady Pat Nixon in her earlier years - and sure enough, that's who she played in Oliver Stone's ""Nixon"".  Helen Hunt portrays Kathleen Turner and Nicolas Cage's daughter - ironic, since she is older than Cage!  It was one of her beginning roles as well.Without a doubt, the scenes with Peggy Sue and her grandparents are the most touching in the whole film.  Think about it - if you had the chance to see someone again who had died long before, what would you say to them?  What would you do?  This wonderful film gives us the chance to find out.Will ""Peggy Sue Got Married"" ever be available on videocassette for home purchase again?  I hate to have to rent it each time I want to see it!",Comedy, Drama, Fantasy,2010
"https://m.media-amazon.com/images/M/MV5BMmNiODQ2MmQtOTdmNi00Y2M0LTkyYWUtMmQ2YmFiZmZmMzNkXkEyXkFqcGdeQXVyMjAwNzA4MDE@._V1_UY209_CR0,0,140,209_AL_.jpg",The Old Way,2023,R,95,"Action, Drama, Western",5.5,43,Brett Donowho,"Nicolas Cage, Ryan Kiera Armstrong, Clint Howard, Katelyn Bauer",8761,"An old gunslinger and his daughter must face the consequences of his past, when the son of a man he murdered years ago arrives to take his revenge.",99,Solid western for our time...,"Must say I really enjoyed this, with all the overblown movies that have a ton of special effects and millions of dollars thrown into so many forgettable movies now it's nice to know that there are just good movies that are still made. I'm not saying this is the best western ever made, but for what the actors are given and just a solid revenge story it is certainly well made.Beautiful cinematography of the Wyoming state, and of all the actors I must say the young Ryan Kiera Armstrong gives a nice subtle performance that also really brings the movie together. I won't give away the movie with all kinds of spoilers, please, go check it out in the theatre if it's showing it's certainly not a waste of time. I think you will find just a good movie.",Action, Drama, Western,2020
"https://m.media-amazon.com/images/M/MV5BMWY1NDg4OGQtZTdiOS00OTBlLWExZWUtOGYzNTdlZjk4YWU0XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Birdy,2014,U,120,"Drama, War",7.2,71,Alan Parker,"Matthew Modine, Nicolas Cage, John Harkins, Sandy Baron",24989,After two friends return home from the Vietnam War one becomes mentally unstable and obsesses with becoming a bird.,64,"Brilliant story of friendship, and a journey into madness","Birdy is a difficult film to describe. It's about the developing friendship between Al (Nick Cage) and Birdy (Matthew Modine), but it's also about a descent into madness, and the lengths to which Al goes for his friend.The film starts in the late 60's, in a US military mental hospital. Cage has been seriously wounded, and has had reconstructive surgery on his face, but he's been brought in because Birdy is here. He's uncommunicative and appears to recognise no one, spending all day squatting on the floor of his cell squinting up at the window.The story is mostly told in flashbacks, either Al recounting incidents in their growing friendship as neighbourhood kids or, later, Birdy remembering other incidents. From the start the two are pretty dissimilar - Al is athletic, outgoing and popular while Birdy is quiet and introverted - a typical nerd. The two are, paradoxically, brought together by Birdy's love of birds, and the stupid things they do - making suits out of pigeon feathers to befriend more pigeons, climbing on (and falling off) factories trying to capture more birds.Al tries to set Birdy on a 'normal' track; they buy a wrecked car and fix it up, and head off to the beach. But Birdy is just too wrapped up in himself for this to work, and it's a wonder he doesn't alienate Al with his strange behaviour.In the 'present', the doctor is putting more pressure on Al to get Birdy to respond; if he doesn't, then Birdy will be written off and sent to a permanent mental institution. The flashbacks continue, and it becomes clear that Birdy's love of birds has turned into an obsession, and then into the darker realms beyond that.The final few minutes of the film cover a lot of ground; Al finally realises that Birdy is pretty well off the deep end; they both go off to fight in the war; Al gets his injury, while we see the incident that left Birdy in his present state. Meanwhile the doctor finally decides that time has run out, but Al decides he's not leaving.The ending of the film is incredibly powerful, and it should be a criminal offence to give it away. Is it 'appropriate' to the rest of the film? I dunno - but I thought it was pretty damn good.The film stands or falls on the performances of Cage and Modine - and, for me, it stands tall. Cage is excellent in his role, capturing the bravado of his character perfectly; but Modine is simply brilliant. During the flashbacks he portrays his nerdy character completely believably, but it's the way he handles the scenes in the asylum that amazed me. As soon as you know his obsession, it is crystal clear that he's not squatting in his cell, but perching, wishing to fly.Alan Parker has made some great films; this might just be his best.",Drama, War,,2010
"https://m.media-amazon.com/images/M/MV5BMTM1MDAyMDYxMV5BMl5BanBnXkFtZTcwNDQwMzc3NA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Vampire's Kiss,1996,,103,"Comedy, Crime, Fantasy",6.1,30,Robert Bierman,"Nicolas Cage, Maria Conchita Alonso, Jennifer Beals, Elizabeth Ashley",21039,"After an encounter with a neck-biter, a publishing executive thinks that he's turning into a vampire.",128,The plot summary has it ALL WRONG,"This movie is NOT about vampires; there isn't a single vampire in it. Instead, it is about a man (played by Cage) who loses his mind and begins to think he is a vampire after an unsatisfying series of one-night stands that make him feel empty.  It's a metaphor about relationships, and this is one fantastic black comedy.  Check it out and thank me later.",Comedy, Crime, Fantasy,1990
"https://m.media-amazon.com/images/M/MV5BMjA3NjMyNjIyMF5BMl5BanBnXkFtZTYwOTgzMDI3._V1_UY209_CR0,0,140,209_AL_.jpg",Matchstick Men,1996,A,116,"Comedy, Crime, Drama",7.3,61,Ridley Scott,"Nicolas Cage, Alison Lohman, Sam Rockwell, Bruce Altman",138478,A phobic con artist and his protégé are on the verge of pulling off a lucrative swindle when the former's teenage daughter arrives unexpectedly.,289,A fine brew of psychological character and crime story. A-,"Ridley Scott and Nicolas Cage deliver some of their best and most intelligent work in a few years, even if Matchstick Men is not quite either's great contribution for this year in film.  What they have done, from Eric Garcia's novel (adapted by The Griffins), come off rather entertaining, if anything else, and boasts much more thought than would usually be attributed to such a Hollywood film.  Nicolas Cage, who plays Roy, part anxious/obsessive compulsive, part sly con man, and part father to a daughter he never knew he had, is a main reason to see this movie.  His performance is on par with someone like Jack Nicholson in As Good As It Gets for watch-ability of a truly sad lifestyle, and while Nicholson's performance was and still is funnier and more charming, Cage gets so into his character, the little mannerisms that pop up more often than expected, that we feel for the guy even as his eyes get twitchy and goes over certain spots in his house like a detective.  He may be the most believable obsessive compulsive/con man you'll see in a long while.  Add then an outgoing, occasionally sneaky daughter (Alison Lohman in a performance that skillfully balances sweetness and irritability, sorrow and playfulness in a teenage girl) to the mix, along with a protégé-cum-partner (a cool Sam Rockwell) who has a love/loathe relationship Roy, and there's the map work for an interesting, if here and there predictable, drama/comedy/crime film. 
Along with the performances, which are all above average (Cage could be deserved of an Oscar nomination come February, and Lohman could deserve the win possibly), is the visual framework that Scott pushes in each scene.  By getting certain camera tricks, and fantastic editing by Dody Dorn (of 'Memento' fame), the viewer can really get into Roy's head even in the smaller scenes, the ones that have little to do with the plot and only to do with the neuroses of Roy (there is even a little touch that I loved when Roy is waiting online early in the film at the supermarket, and the music in the background is an excerpt of the mental hospital music from 'Cuckoo's Nest'). This echoes the style that Scorsese used in Bringing out the Dead, also with Cage, in moving the film to get so into the mood that the story, no matter how intriguing and important, becomes secondary.   
Which brings me to my own personal beef with the movie, and that is the last fifteen minutes or so.  It was clever, up to a point, but as it unfolded, no matter how much I was still emotionally involved with these people, I felt that the twists (I won't reveal them here) undermined a lot of the rest of the film.  It will be based on viewer to viewer, but I just thought that it did a little too much to jab at Roy's lifestyle.  And yet, when I walked out of the theater, though I wasn't sure I had seen anything spectacular, I didn't feel like I had wasted time and money either.  Matchstick Men is witty, sometimes wonderful moviemaking.",Comedy, Crime, Drama,1990
"https://m.media-amazon.com/images/M/MV5BMjI4MjA2OTQxMF5BMl5BanBnXkFtZTgwMjcyMTI2MjE@._V1_UY209_CR3,0,140,209_AL_.jpg",Left Behind,2010,PG-13,110,"Action, Fantasy, Sci-Fi",3.1,12,Vic Armstrong,"Nicolas Cage, Lea Thompson, Cassi Thomson, Chad Michael Murray",42589,A small group of survivors is left behind after millions of people suddenly vanish and the world is plunged into chaos and destruction.,512,I want my money back,"This movie was simply AWFUL. Really, really bad. And to those who are going to argue that the reason why this movie is rated so low is because people are becoming ""anti- Christian"", NO. The acting was terrible, the script was horrendous, seriously. A group of high school kids in drama club could do better. It was deathly boring, i thought I was in there for more than three hours. Worst of all is the message its trying to send. Isn't it curious that the movie tried so hard to portray all of those that were left as bad messed up people? So is that supposed to mean that those who don't believe in the Christian God are all either cheaters, flirts, gamblers, thieves, drug addicts and just generally messed up? Because that's what I saw. Don't think I wouldn't catch that. I get that its a Christian movie but its still a pretty offensive way of showing off your faith. Even in the Philippines, which is predominantly made up of believers, people in the theatre couldn't help but laugh at how absolutely ridiculous everything was. Worst movie EVER",Action, Fantasy, Sci-Fi,2010
"https://m.media-amazon.com/images/M/MV5BNjUwNjdhM2UtYTcxZC00NTI4LTlhZWMtMGEzNjBiZWI1NzJiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",The Croods: A New Age,2010,UA,95,"Animation, Adventure, Comedy",6.9,56,Joel Crawford,"Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener",53177,"The prehistoric family the Croods are challenged by a rival family the Bettermans, who claim to be better and more evolved.",273,Seriously disappointed,"Lacked the originality and wittiness from the first one. The writers just plugged the characters from the croods into a formula that makes money but has been seen hundreds of times. The movie just got so weird so fast, the characters were just too much. They had 7 years to make a sequel to an amazing movie and they just ruined it.",Animation, Adventure, Comedy,2010
"https://m.media-amazon.com/images/M/MV5BOGQwN2UyM2YtNzNhOC00YjU5LWI0ZDgtZjMxZjM5ZmI0YjRmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY209_CR2,0,140,209_AL_.jpg",The Wicker Man,2007,PG-13,102,"Horror, Mystery, Thriller",3.8,36,Neil LaBute,"Nicolas Cage, Ellen Burstyn, Leelee Sobieski, Kate Beahan",71524,"A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community.",535,The Worst Movie I've EVER Seen,"This movie is the biggest waste of nine dollars that I've spent in a very, very long time. If you knew how often I went to the movies you'd probably say, that's hard to imagine, but never-the-less, it's true! After seeing the trailer for this movie, I knew that I had to see it! If you're a fan of horror, mystery, and suspense, why wouldn't you? The trailer is nothing less than intriguing and exciting; unfortunately, the movie is none of these.From the cinematography, to the script, to the acting, this movie is a complete flop. If you're reading this, planning to go to the movie expecting some thrills, mystery, action, horror, or anything other than a waste of an hour and forty-five minutes I'm afraid you are in for disappointment.""Why is it so bad,"" you might be asking yourself. Let me tell you. The movie was neither mysterious nor suspenseful. Nothing about the movie made me the least bit ""on edge,"" frightened, or curious. The script was at best laughable. There were numerous times throughout the film where the dialogue was just so ridiculous I began to write it off as comic relief only to find out a few seconds later that it wasn't. The acting was absolutely dreadful. I like Nicholas Cage but this was a miss. Without exception, every performance in this movie was incredibly below average. The cinematography was awful with not one moment of suspense or mystique. Finally, the story is completely transparent. You can see the end of this movie coming a mile away.I am not usually a very harsh critic. Frankly, when I go to see a comedy I want to laugh and when I go to see a mystery/suspense/horror, I just want to be surprised. This movie was boring, poorly acted, poorly written, and an overwhelming disappointment. Do yourself a favor and go see something else.",Horror, Mystery, Thriller,2000
"https://m.media-amazon.com/images/M/MV5BMjExMzk5MTM1Ml5BMl5BanBnXkFtZTgwNzAzODgxMTE@._V1_UY209_CR0,0,140,209_AL_.jpg",Joe,2007,R,117,"Crime, Drama, Thriller",6.8,74,David Gordon Green,"Nicolas Cage, Tye Sheridan, Gary Poulter, Ronnie Gene Blevins",51265,"An ex-con, who is the unlikeliest of role models, meets a 15-year-old boy and is faced with the choice of redemption or ruin.",126,The ultimate feel bad film,"This is one of the darkest, bleakest films I have seen in a long time. All characters, without any exception, are unhappy souls, surviving in a grim world, unable to improve their lives, prone to an almost genetically determined urge to mess things up. The image of rural America this film paints, is almost like that of a third world country. Most men have a cigarette in one hand and a bottle in the other. Dysfunctional families live in decaying shacks, without money or food. Violent dogs are barking everywhere. Disagreements are settled by fistfights or, in some cases, by bullets. The only community centres are a grocery store and a whorehouse. Homeless people are killed for a few dollars and a bottle of liquor. The central character is Joe, an outstanding role from Nicolas Cage. He is a loner, living on the edge of society, earning a living by poisoning trees so that they can be removed legally. He hires workers on a daily basis, one of them being a 15 year old kid who regularly gets beaten up by his alcoholic father. They get to like each other, but when the boy seeks Joe's protection, things get out of hand. The main characteristic of the film is the gloomy atmosphere, emphasizing the desolate hopelessness. The cinematography is stark and bare, with only the soundtrack adding some effect. The acting is very effective. Above all the part of the boy's father is worth mentioning. It is played by a local homeless man, who apparently died a few weeks after shooting was finished. Some reviewers compared 'Joe' tot 'Mud'. An obvious similarity is Tye Sheridan, who plays the same sort of role in both films, as a young kid who befriends an older man. But to me, 'Joe' had much more in common with 'Winter's Bone'. This film was also set in rural America, with Jennifer Lawrence as a teenager trying to keep her dignity in a world of violence and dysfunctional families.",Crime, Drama, Thriller,2000
"https://m.media-amazon.com/images/M/MV5BMTM4NTc0Mzk5N15BMl5BanBnXkFtZTcwNDA4NDUyNg@@._V1_UY209_CR0,0,140,209_AL_.jpg",Trespass,2022,R,91,"Crime, Drama, Mystery",5.3,37,Joel Schumacher,"Nicolas Cage, Nicole Kidman, Cam Gigandet, Ben Mendelsohn",45603,"As they're held for ransom, a husband and wife's predicament grows more dire amid the discovery of betrayal and deception.",128,Another stupid Cage and Schumacher movie,"I wanted to see a new thriller expecting something like Panic Room and hopefully something that exceeds it in terms of plot and suspense. Boy, I was wrong. Where do I start ? First, the whole premise is unrealistic and not convincing to say the least. If the character of Cage just had a little sense he will have avoided all the trouble that followed and there would have been no movie. The plot is not really original or intricate. The performances are so so. Cage plays the typical confused character he has played for the last 20 plus years. Nicole Kidman is all right and nice to look at but nothing else. Their daughter gives a solid performance. They were trying to include some references to the recession and its impact on the life of this supposedly wealthy family. For me, it didn't work. I couldn't really relate to any of the characters and did not feel sorry for their misery. If you want to watch a movie with a similar plot, go watch Panic room. Do not waste your time with this one.",Crime, Drama, Mystery,2020
"https://m.media-amazon.com/images/M/MV5BYmYxYjAxNDItZWY2NC00MTE1LWIxNGMtZjkzOTM3MzIwM2RjXkEyXkFqcGdeQXVyNDI0MTYyNzU@._V1_UY209_CR0,0,140,209_AL_.jpg",USS Indianapolis: Men of Courage,2007,R,128,"Action, Drama, History",5.3,30,Mario Van Peebles,"Nicolas Cage, Tom Sizemore, Thomas Jane, Matt Lanter",14360,"During World War II, an American navy ship is sunk by a Japanese submarine leaving 890 crewmen stranded in shark infested waters.",165,"Skip movie, use Google","The single scene in the movie Jaws where Robert Shaw scares the crap out of Richard Dreyfus as he describes the sinking of the USS Indianapolis and the terrifying shark aftermath, has more truth, terror, realism and great acting than the entire movie USS Indianapolis: Men of Courage. This film's amazing true story was hijacked along the way to make room for fictional back lines of power, love and racial tensions that all fall flat. Anachronisms abound--FNG is from the Vietnam war, the neon sign is not of the period, and Wayne Gretzky wouldn't make his ""miss 100 shots you don't take"" quote for another 50 years. It's like the scriptwriter used Google to write the script but forgot to use Google to fact check it. I wanted to like this movie, to pass along a great history lesson to my son watching with me, but from the first wobbly special effect to when we gave up and went to bed as the wrong shark species showed up, USS Indianapolis: Men of Courage never failed to disappoint. At least we know how it ends and at least there's Google to get it right and Jaws to tell it better.",Action, Drama, History,2000
"https://m.media-amazon.com/images/M/MV5BMTcyMzY0NTMzMF5BMl5BanBnXkFtZTcwMTc1MjY4Mg@@._V1_UY209_CR0,0,140,209_AL_.jpg",The Bad Lieutenant: Port of Call - New Orleans,2010,R,122,"Crime, Drama, Mystery",6.6,69,Werner Herzog,"Nicolas Cage, Eva Mendes, Russell M. Haeuser, Val Kilmer",80990,Terence McDonagh is a drug- and gambling-addled detective in post-Katrina New Orleans investigating the killing of five Senegalese immigrants.,170,BLt: PoCNO rocks! There is no other way to describe it.,"Seen at the Toronto International Film Festival Sept 17, 2009.First off it is important to note that the Bad Lieutenant name was imposed by producer Edward Pressman in the hopes of building a future franchise. As Herzog said, a better franchise would be based on his title Port of Call New Orleans. The combined title is a compromise which Werner Herzog was willing to agree to.Herzog was fun as always at the introductory remarks and the Q&A with TIFF programmer Colin Geddes. Telling anecdotes such as Cage asking him on the 2nd day of shooting what is his motivation and Herzog telling him not to worry about that, just go with ""Evil is bliss"" and sometimes ""let the pig out!"" (from the Bavarian colloquialism ""Die Sau rauslassen!"" / ""Las die Sau raus!"").I'll confess that I had my doubts about this one simply based on the BLt title alone, imagining that this was going to be some sort of embarrassing sequel that has been imposed on Herzog for some bizarre contractual obligation reason. Have no fear about that! This is a Herzog movie and a Nicolas Cage on-a-rampage movie with all that those both imply. Even if certain clichés of the genre are adhered to (the prostitute girlfriend, the father who is an ex-cop now ""drinking himself to death"", etc.) these end up having totally different plot resolutions than you'd expect. Cage's second scene confronting the matron lady and her hairdresser alone is worth the price of admission. I know they don't give Oscars for roles like this (actually, maybe for Denzel they did) but this is the best Nicholas Cage I've seen in years.Comment at the Q&A ""I have seen 20 movies at this festival, and this is the most entertaining of all of them!"" I couldn't agree more (and BLt:PoCNO was my 22nd). BLt:PoCNO rocks and Herzog rules! Seen at the Elgin Theatre/VISA Screening Room, the 2nd screening of 3 at TIFF 2009.",Crime, Drama, Mystery,2010
"https://m.media-amazon.com/images/M/MV5BYWU3NmIzMmQtZjE2Mi00NDlkLWI2NDMtZWZmYjUxZWRiZDZiL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR2,0,140,209_AL_.jpg",Windtalkers,2002,A,134,"Action, Drama, War",6.1,51,John Woo,"Nicolas Cage, Adam Beach, Peter Stormare, Noah Emmerich",73728,"Two U.S. Marines in World War II are assigned to protect Navajo Marines, who use their native language as an unbreakable radio cypher.",417,The most realistic war movie ever made,"I learned a lot about World War II from this film. First of all, during this war it was a custom of both the Japanese and Americans to scream every time you shoot or get shot (even with about 30 bullets in your chest you can still scream apparently). Secondly, Japanese soldiers do not like cover. They like to stay out in the open, and will not fire their rifles unless they're within 15 feet of American soldiers. Thirdly, one man with a Thompson sub-machine gun can take out an entire regiment of Japanese soldiers in an afternoon.This film was completely first rate, start to finish. From the soldiers who flail about wildly as entire belts of machine gun ammo are pumped into them (before they drop to the ground mind you), to the 12 soldiers that Nicholas Cage shoots with a handgun while laying on his back wounded in the space of about 15 seconds, this film just screamed realism and authenticity. Highly recommended to history buffs and people who can appreciate some of the best acting ever put on film.",Action, Drama, War,2000
"https://m.media-amazon.com/images/M/MV5BMzc3MjYxNzg2N15BMl5BanBnXkFtZTcwNzQyMTkwNA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Season of the Witch,2002,A,95,"Action, Adventure, Fantasy",5.4,28,Dominic Sena,"Nicolas Cage, Ron Perlman, Claire Foy, Stephen Campbell Moore",98355,"14th-century knights transport a suspected witch to a monastery, where monks deduce that her powers could be the source of the Black Plague.",216,Enjoyable B-Movie Popcornfest,"I walked out of the theater so thrilled to have spent my money on a Nicholas Cage movie. Its not often that happens. I heard from a unenthusiastic review (one of numerous scathing reviews out there, as anyone with the internet can tell) about the on screen shenanigans with Nick Cage and Ron Perlman were so enjoyable that it made the rest of the movie bearable. Going in with that anticipation, I found myself not only pulled into their characters' fun and convincing friendship but also into an intense and yes even edge-of-your-seat suspenseful movie. I forgot about my troubles for the day and enjoyed a good adventure.It was inspired, yes, by DnD, video games, and a number of other swords and sorcery books and movies that preceded it, but it is its own story. In a market saturated with sequels, prequels, reboots, comicbook diarrhea, etc... it's nice to see a story that is it's own, however simple.Yes it plays by the numbers. You know guys will die. Hell, you probably know who and in what order, if you've seen movies of it's ilk. You know there is a supernatural bad guy. And you know there will be one liners, oh are there ever one-liners! But the characters are fun to watch, even a little engaging. You may not want to see them die. I didn't. They weren't a group of scum with a bullseye for heraldry. The enemy was threatening and tricky, a real danger to our protagonists. And the one liners were, gasp, funny! Yes, even Nicholas Cage is worth the price of admission here. If this was ""just another paycheck"" role for him, he looked like he was having a lot of fun with this roll. And I don't know about you, but I like to see my actors have fun in a movie that costs me 9-12 bucks to see..It looses some points with me for the CGI. obvious CGI is obvious. But honestly the crispy gray CGI contrasting against a darker, colorful, moody lighting STILL didn't detract from the encounters or the climax. If you come to the movies to have CGI convince you that magic and demons are real, you come to the movies for jaded and asinine reasons. If you wanna see pretty visuals with a meandering pointless story, go see Tron. But if you wanna see a fun yet dark heroic adventure, go see Season of the Witch!",Action, Adventure, Fantasy,2000
"https://m.media-amazon.com/images/M/MV5BZGRkM2Q3MmEtNzIyZC00NDdmLWFiMjEtMjk2NjNlODYwOWVlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR0,0,140,209_AL_.jpg",Mom and Dad,1998,R,86,"Comedy, Horror, Thriller",5.6,59,Brian Taylor,"Nicolas Cage, Selma Blair, Anne Winters, Zackary Arthur",27441,A teenage girl and her younger brother must survive a wild 24 hours during which a mass hysteria of unknown origin causes parents to turn violently on their own kids.,223,"Old age having a go at youth, with lots of blood","My favourite 2017 midnight madness film.Colourful characters, crazy plot, stylized violence.Typical late night slasher flare. Nicholas cage is back to the wild crazed character type he played so well in ""Raising Arizona"".I think actors like taking a break from heavy acting to do an occasionally zany role like this in the presence of a raucous midnight screening audience.Thanks for coming Nick and Selma.It was a lot of fun.",Comedy, Horror, Thriller,1990
"https://m.media-amazon.com/images/M/MV5BMTI5NTEwNTcxMl5BMl5BanBnXkFtZTcwMDEyMTE4Mg@@._V1_UY209_CR0,0,140,209_AL_.jpg",Astro Boy,2024,U,94,"Animation, Action, Adventure",6.2,53,David Bowers,"Freddie Highmore, Nicolas Cage, Kristen Bell, Charlize Theron",39928,"When an android replica of a boy is rejected by his aggrieved creator, he goes off to find his own identity in an adventure that would make him the greatest hero of his time.",66,Amazingly BETTER than expected,"I just came from an advance screening of Astroboy where I dutifully took my kids at 10 am to watch ""this"" thinking that if I was lucky I would be able to doze off for a few minutes during the movie. Boy, I couldn't! The story was captivating from the beginning. Yes, it was very directed at kids, you know, the far off humour and such, but when I saw Toby, the genius' ""kid"", I felt that the movie was after all NOT just a Pinocchio rip-off where an old man made a robot-boy because he was bored or lonely... the reasons behind the creation of Astroboy were tragic and even mature. Of course, if you are a manga aficionado, you may be thinking ""duh! that's how's supposed to be"", but I am NOT. I barely watched a show now and then when I was a kid (I'm 36 years old... too young for Astroboy), so I wasn't really aware of the story. So I thought, well, this development has to be a fluke inherited from the original story, from then on it should go downhill... but it did NOT. The story is full of tragedy, though decisions that if you think them through you can even understand (like a father understanding that memories cannot truly replace his son), and redemption that may be obvious to superheroes experts, but are very well exposed to a new generation of kids that will witness a clear fight between good and evil (positive and negative forces) adorned with an excellent and adequate portion of comedy. Not just a kid's movie, but a movie that I will surely watch again when my kids ""force"" me to buy it and to watch it with them dozens of times. Go, Astro!",Animation, Action, Adventure,2020
"https://m.media-amazon.com/images/M/MV5BZGY2MDBiM2UtZTU4NC00OTU4LTg4ZjUtNTQxM2Q5Mzg3N2Q2XkEyXkFqcGdeQXVyMjAyNjIzOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Vengeance: A Love Story,2001,,99,"Action, Adventure, Crime",5.2,0,Johnny Martin,"Nicolas Cage, Anna Hutchison, Talitha Eliana Bateman, Deborah Kara Unger",8906,One vigilante policeman comes to the aid of a single mother seeking to bring her rapists to justice.,84,Imbecilic writing,"I'm not a movie critic but I did practice law for 41 years. The courtroom scenes in this movie exceed the outermost boundaries of stupidity. This is sloppy, incompetent and irresponsible writing. A piece of trash. 
It's impossible to point a finger at the person responsible with two screenwriters fiddling with a novel. 
Disgusting.",Action, Adventure, Crime,2000
"https://m.media-amazon.com/images/M/MV5BYTE3YWU3MjYtYTAxYy00ODQ0LTg3MDQtMmNjMDU3MDRlNTY2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY209_CR0,0,140,209_AL_.jpg",Prisoners of the Ghostland,2014,,103,"Fantasy, Horror, Thriller",4.2,53,Sion Sono,"Nicolas Cage, Sofia Boutella, Nick Cassavetes, Bill Moseley",14104,A notorious criminal must break an evil curse in order to rescue an abducted girl who has mysteriously disappeared.,296,Sundance 2021: Prisoners of the Ghostland is as crazy as one would expect from a movie starring Nicolas Cage... and I love crazy!,"If you enjoy reading my Spoiler-Free reviews, please follow my blog :)Nonsensical. Absurd. Ridiculous. Just plain stupid. These words usually serve to describe an incredibly awful movie that I try to forget forever and ever. However, some extremely rare pieces of absolutely crazy filmmaking are also characterized by the adjectives above, offering me the most entertaining time I can possibly ask for. An example of this case is Prisoners of the Ghostland. It's exceptionally dumb, follows a narrative completely devoid of any logic, and mixes up dozens of many genres by using different costumes, all sorts of epic scores, and character archetypes.Boasting an impressive production and set design (major Hollywood studios should be envious), Sion Sono offers the audience precisely what they expect from a film starring the maddest actor alive, Nicolas Cage. From the well-choreographed, well-edited, explosively bloody, hilarious action sequences to the infinite storylines, the viewers either accept whatever lunatic plot point or device the movie throws at the audience, or this is going to be a festival of pointing out what's wrong with the whole film. Prophecies, nuclear wars, zombies, samurais, cowboys... every generic development and formulaic characters we always see in every genre are present in this amalgam of pure chaos.As expected, Cage shines in another role that will probably generate thousands of new memes, but this time Sofia Boutella and Bill Moseley also deliver two captivating performances that kept me invested when Cage was out. The only problem I have with this type of movie is the balance of the whole craziness. I don't mind every single minute being packed with utterly ludicrous stuff, but when it starts getting genuinely confusing, that's when it becomes too much for me to handle. Nevertheless, as long as you keep your mind open and focus on the protagonist's main mission - and solely on that - you'll be able to enjoy this movie as much or more than I did.Prisoners of the Ghostland is everything a film starring Nicolas Cage is expected of being. Possessing technical attributes of making the biggest Hollywood studios shamelessly hide with envy, Sion Sono's movie is as illogical, absurd, ridiculous, stupid, and insanely entertaining as I hoped it would be. By mixing up dozens of distinct genres, the straightforward premise gets sucked into a world of total anarchy, where samurais, cowboys, nuclear explosions, modern cars, and much more collide to surround an otherwise simple narrative with nonsensically hilarious storylines and awesome action sequences. Sofia Boutella and Bill Moseley help Cage tackle this chaos, but the latter is the absolute standout due to his remarkable experience in crazy films. Despite it occasionally crossing the line and becoming too much for me to manage - it becomes seriously confusing - as long as the viewers are well-prepared to accept every jaw-dropping new development, fun is guaranteed with this brilliant satire.Rating: A-",Fantasy, Horror, Thriller,2010
